index,x1,y1,x2,y2,x3,y3,x,y,z
67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
70,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
80,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
90,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
102,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
106,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
109,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
110,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
111,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
112,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
113,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
114,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
116,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
118,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
119,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
120,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
121,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
122,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
123,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
124,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
126,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
127,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
128,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
129,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
130,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
132,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
133,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
134,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
135,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
136,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
137,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
138,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
139,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
140,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
141,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
142,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
143,595.5,209.0,-1.0,-1.0,-1.0,-1.0,,,
144,596.5,211.5,-1.0,-1.0,-1.0,-1.0,,,
145,670.5,223.5,59.0,134.5,755.0,164.5,15.598289629902595,6.751291960922267,2.5555764380635715
146,704.0,241.0,103.5,147.5,769.0,167.5,15.778182806015522,6.757195369779962,2.5395242995785945
147,740.0,250.5,146.0,153.5,793.5,173.0,15.949025983932115,6.764897145961676,2.517542294250582
148,776.0,259.0,187.5,160.0,808.5,180.0,16.12970751982022,6.77498700876657,2.487733562991408
149,812.0,268.0,228.5,166.5,824.5,185.5,16.308693951483733,6.7866437312797645,2.452266635639353
150,846.5,275.5,269.5,173.0,841.0,193.0,16.48398766097682,6.799344959059472,2.412594131388697
151,879.5,285.5,309.5,180.5,858.0,198.5,16.653007146994,6.81250106094193,2.370504767702048
152,911.5,294.5,349.0,187.5,874.0,206.0,16.81973779959991,6.826086044589553,2.326069041739614
153,942.5,303.5,389.0,195.0,891.5,213.0,16.984515717140457,6.83986817808695,2.28005026348376
154,972.5,312.5,428.5,202.5,908.5,220.0,17.146489001133602,6.853564384834392,2.2334596908378423
155,1002.0,322.0,466.5,210.5,926.5,228.5,17.303003913720016,6.866792738842488,2.187743217583948
156,1031.0,331.0,505.0,218.5,945.0,237.0,17.459764236100614,6.879934441650865,2.14175983230314
157,1057.5,339.5,543.0,226.5,962.0,245.0,17.610718232537003,6.8924361946799175,2.097662268186023
158,1084.0,349.0,580.5,234.0,980.5,254.0,17.759763893912496,6.904625714529872,2.0545487909178823
159,1109.0,358.0,617.5,242.5,1000.0,263.0,17.903870167533427,6.916298736902122,2.013397095613941
160,1134.0,366.0,655.5,252.0,1018.0,272.0,18.051840140546737,6.928242284539103,1.9717087105715514
161,1157.5,376.0,691.0,261.0,1037.0,281.5,18.18953813925783,6.939414435793187,1.9333476587736973
162,1181.5,385.0,727.0,269.5,1056.5,292.0,18.32976704803426,6.95097110585828,1.8945303965508606
163,1203.5,393.5,762.5,279.0,1075.5,302.5,18.464761814207755,6.962400329006077,1.8571440097672176
164,1226.0,401.0,797.0,287.0,1096.0,313.0,18.59783564991645,6.974098447310249,1.8199538072355845
165,1246.0,411.5,832.0,297.0,1116.5,326.0,18.72715574886458,6.98601267815643,1.7831372372209893
166,1266.5,420.0,866.0,306.0,1136.5,337.0,18.855301331114067,6.998478762957675,1.7456120200409542
167,1286.5,428.0,899.5,315.5,1158.5,347.5,18.98071331716972,7.01143024198196,1.7074871219118113
168,1306.5,437.0,933.0,324.0,1178.5,360.0,19.10680044517984,7.025301306532511,1.6673563825329234
169,1325.5,446.0,965.0,335.5,1200.5,372.0,19.226610733099445,7.039345177515704,1.6271865108103682
170,1343.5,455.0,997.0,345.0,1222.5,385.0,19.344525655080435,7.054035749276364,1.5853936823429335
171,1361.5,464.0,1029.0,354.5,1244.5,398.5,19.462605948342496,7.069631780908681,1.541020467790096
172,1378.0,473.0,1060.5,364.5,1265.5,412.5,19.576771486966674,7.085545981948238,1.4955077350755703
173,1394.5,481.5,1091.5,375.5,1288.0,428.0,19.689589861150857,7.102045263079307,1.4478698711653162
174,1411.0,490.5,1121.5,385.0,1311.0,442.0,19.799607260856302,7.118816456957166,1.3988039368753176
175,1427.0,499.0,1151.5,395.5,1334.5,457.0,19.908841612048917,7.136052183650545,1.347555572546704
176,1442.0,508.0,1180.5,406.0,1358.0,472.5,20.013656954898696,7.1530403215526634,1.296107469869397
177,1457.5,516.5,1210.0,416.5,1382.0,488.5,20.120777204292413,7.170738980665635,1.2414174322886244
178,1472.0,524.0,1238.5,425.0,1405.0,504.0,20.22335282900421,7.187880480312951,1.18731400471586
179,1485.5,533.0,1266.5,436.5,1429.5,520.5,20.323119624583224,7.204607540399891,1.1333978646202199
180,1499.5,542.0,1294.5,447.5,1454.0,539.0,20.423800894114482,7.221412534148314,1.0781076805772658
181,1512.5,549.5,1321.5,457.0,1479.0,555.5,20.51994752654946,7.237269797303943,1.0249431701530005
182,1526.0,558.0,1349.0,468.0,1503.5,572.5,20.61843139566975,7.253203402934017,0.9706614265289152
183,1539.0,566.5,1375.0,479.0,1528.5,592.0,20.7120740740292,7.267968365100808,0.9197812132710949
184,1550.5,575.5,1401.0,489.5,1554.5,611.0,20.803403567567155,7.281934726804376,0.8714306576563517
185,1562.5,583.5,1426.5,500.5,1581.0,629.5,20.89418576524964,7.2953454186577,0.825221820889373
186,1574.0,591.5,1451.5,511.5,1607.0,650.0,20.982899836667645,7.307976764460584,0.7824622781834518
187,1587.0,600.0,1475.5,522.0,1633.0,670.0,21.07086710121767,7.320050943626001,0.7430214633161549
188,1597.0,608.0,1500.0,532.0,1659.5,690.0,21.155949921250105,7.3313457982024115,0.708268536705696
189,1607.0,616.5,1523.5,543.0,1686.0,710.5,21.23843313260943,7.342009738991785,0.6783120859321345
190,1618.0,624.5,1547.0,554.0,1714.0,733.0,21.32238826557033,7.352686469522505,0.6521370358360202
191,1628.0,633.0,1570.0,565.0,1741.5,754.0,21.40355250907578,7.362981579112198,0.6314657573167417
192,1638.0,641.0,1592.5,575.0,1769.0,776.5,21.48321059417627,7.373233961651403,0.616048203366097
193,1646.0,654.0,1617.5,591.5,1798.5,819.5,21.569241034030473,7.384711845925631,0.6052667645029204
194,1656.5,666.5,1638.5,610.5,1825.0,829.5,21.646004763246186,7.395554372755457,0.6011303307746954
195,1665.0,656.0,1653.0,594.5,1843.5,829.5,21.695717911392325,7.403001948511225,0.6013346527364196
196,1672.0,646.5,1672.5,586.5,1867.0,833.5,21.759113164532312,7.413124474208654,0.6049807737640351
197,1680.0,631.0,1684.0,570.5,1887.0,807.0,21.798456483120997,7.419826935333659,0.6091836603687601
198,1686.5,621.0,1699.5,560.5,1908.5,799.0,21.84891948940404,7.428975797535067,0.6167712339286295
199,1694.0,611.5,1715.5,550.0,1930.5,791.5,21.901657322365015,7.439294272442331,0.6273457986349744
200,1702.0,602.5,1731.5,540.0,1952.5,784.0,21.954745013619114,7.450572580983365,0.6407077640138528
201,1709.0,594.0,1746.5,531.0,1976.0,777.0,22.004226711996967,7.461990456794586,0.6555843163681894
202,1715.5,584.5,1762.0,521.0,1999.0,769.5,22.054153886030694,7.474493467359826,0.6729107057795971
203,1722.5,576.0,1777.5,512.5,2019.0,762.5,22.104213465732318,7.488114529363,0.6925439817607889
204,1730.5,567.5,1793.0,503.5,2030.5,754.5,22.153625702618523,7.502714095608323,0.7140474398469885
205,1736.5,558.5,1807.0,494.0,-1.0,-1.0,22.153625702618523,7.502714095608323,0.7140474398469885
206,1743.0,550.5,1823.0,486.0,-1.0,-1.0,22.2164391781636,7.523059251643829,0.74423934448897
207,1750.0,542.0,1837.0,476.0,-1.0,-1.0,22.270242574777686,7.542181470025699,0.7724309782108877
208,1756.0,534.5,1851.5,468.5,-1.0,-1.0,22.327236942045047,7.564236233391041,0.8043730744101032
209,1762.5,527.0,1866.5,460.5,-1.0,-1.0,22.386069967426675,7.589012097160113,0.8392570193957707
210,1769.0,520.0,1881.5,452.5,-1.0,-1.0,22.44494427793418,7.615883222289484,0.8757094509352018
211,1775.0,513.0,1895.0,445.0,-1.0,-1.0,22.49784931054958,7.641791932492728,0.909406373466635
212,1781.5,505.0,1909.5,436.0,-1.0,-1.0,22.55442010440827,7.671279087247361,0.9459880006641025
213,1788.0,498.5,1924.0,429.0,-1.0,-1.0,22.61151647654426,7.702781071090567,0.9829890943665366
214,1794.0,491.0,1937.5,422.0,-1.0,-1.0,22.66471772371879,7.73352496939875,1.0170493675453003
215,1800.0,485.5,1951.0,414.5,-1.0,-1.0,22.71760845403129,7.765173944231567,1.050021509485475
216,1805.0,478.0,1966.0,407.5,-1.0,-1.0,22.778579070648725,7.802574970084585,1.0862685731213946
217,1811.5,473.0,1979.0,401.0,-1.0,-1.0,22.829107493052717,7.83387307135447,1.1143223002492326
218,1817.0,466.5,1992.5,394.0,-1.0,-1.0,22.882908717437527,7.866937908883428,1.1416365795885097
219,1822.5,460.0,2006.5,387.0,-1.0,-1.0,22.939078316196525,7.900421686946531,1.1667049952648707
220,1829.0,454.5,2019.5,381.0,-1.0,-1.0,22.989768895103314,7.928928517873031,1.1857399072752268
221,1833.5,448.5,2029.5,373.0,-1.0,-1.0,23.02829966231506,7.948963030341064,1.1976076375288813
222,1839.0,443.0,-1.0,-1.0,-1.0,-1.0,,,
223,1845.0,437.0,-1.0,-1.0,-1.0,-1.0,,,
224,1849.0,432.5,-1.0,-1.0,-1.0,-1.0,,,
225,1855.0,427.0,-1.0,-1.0,-1.0,-1.0,,,
226,1861.5,421.5,-1.0,-1.0,-1.0,-1.0,,,
227,1867.0,416.5,-1.0,-1.0,-1.0,-1.0,,,
228,1871.0,412.0,-1.0,-1.0,-1.0,-1.0,,,
229,1876.5,408.0,-1.0,-1.0,-1.0,-1.0,,,
230,1882.0,403.0,-1.0,-1.0,-1.0,-1.0,,,
231,1887.0,398.5,-1.0,-1.0,-1.0,-1.0,,,
232,1892.0,395.5,-1.0,-1.0,-1.0,-1.0,,,
233,1897.0,391.5,-1.0,-1.0,-1.0,-1.0,,,
234,1900.5,387.5,-1.0,-1.0,-1.0,-1.0,,,
235,1903.5,383.0,-1.0,-1.0,-1.0,-1.0,,,
236,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
238,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
239,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
240,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
241,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
242,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
243,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
244,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
245,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
246,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
248,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
249,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
250,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
251,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
252,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
253,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
255,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
256,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
257,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
258,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
259,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
260,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
261,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
262,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
264,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
265,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
266,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
267,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
268,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
269,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
270,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
271,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
272,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
274,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
275,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
276,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
277,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
279,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
280,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
281,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
283,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
284,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
286,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
287,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
288,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
289,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
290,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
294,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
295,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
296,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
297,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
300,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
302,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
306,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
307,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
308,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
309,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
310,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
311,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
313,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
314,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
317,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
318,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
319,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
320,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
322,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
323,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
324,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
325,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
330,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
331,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
338,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
339,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
340,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
341,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
342,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
343,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
345,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
346,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
347,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
350,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
352,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
353,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
354,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
355,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
356,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
